No;username;komentar;pariwisata;kategori
626;norobby;saat kesini ber-4 bareng teman2, ga ada orang lain disini, jadi berasa kaya private island, cocok buat yg mau bersantai oya, coba pemda setempat membuka akses yg bisa ditempuh dengan mobil atau motor pasti banyak yg dateng kesini,, oya, saat saya kesini harus pakai mobil jeep karena medannya yg msh tanah merah yg basah;10;3
627;Nurul A; luamyan menguras tenaga hehhe. sampai di teluk hijau tidak bisa ngomong apa-apa, hanya kerennnnnnn obak yang besar, pasir yang lebut dan pantai yang bersih. tapi panasssss banget hahhaha. di samping teluk juga ada air terjun kecil. lumayan buat bilas baju setelah puas main di pantai.. Totalitas kerennnn dehhh;10;3
628;Puteri P;Tempat yang sangat indah namun akses untuk menuju ke green bay dibutuhkan perjuangan. Jalanan aspal, dan mendekati lokasi akan menemukan jalanan berbatu.  Sesampainya di pantai 7 anda bisa melanjutkan perjalanan ke greenbay dengan kapal anelayan seharga 35.000 rupiah ditempuh 15 menit atau bejalan kaki mennyusuri hutan sejauh 2km ditempuh dalam waktu 1jam.;10;1
629;Fajri_Nur_H;Teluk hijau merupakan wisata yang berasal dari kota ujung timur pulau Jawa, Banyuwangi, Jawa timur. tempat ini menawarnkan sangat alami dan  jauh dari hiruk pikuk bisingnya kota. Tranportasipun sangat mudah, dapat di tempuh dengan kendaraan bermotor dan pesawat. Rugi banget kalau tidak berkunjung ke 10, Banyuwangi, Jawa Timur.;10;3
630;Erwin S;Saya bersama istri awalnya bermaksud ke 1, tapi karena salah jalan akhirnya kami memutuskan untuk ke teluk hijau (green bay) karena kami sudah berada di pintu masuk PTPN. Perjalanan menuju teluk hijau sangat ekstrim dan jalanan sangat tidak mendukung untuk kendaraan biasa.;10;2
631;Timotheus B;10 sangat direkomendasikan untuk dikunjungi. View sangat menarik. Banyak lokasi yang bisa digunakan untuk spot foto. Tepi Pantai bersih. Hampir tidak ada sampah bekas makanan berserakan (Ini yang harus tetap dijaga kebesihannya). Dengan view menarik, tentunya akan menarik wisatawan untuk berkunjung. Hanya sayangnya jalan menuju sana (mulai dari gerbang perkebunan sampai Pintu masuk Meru Betiri sangat rusak - Siapkan Mobil dengan ban cadangan & bensin yang cukup). Untuk yang menuju kesana sebaiknya dari Pantai Rajegwesi naik aja perahu untuk menuju ke 10 (Bisa pesan lewat tempat Informasi turis di dekat parkir kendaraan Harga per org Rp.35rb pp). Bagi yang senang berpetualang, dapat dilakukan dengan berjalan kaki mengitari bukit (tapi membutuhkan tenaga yang cukup karena medan cukup menantang). Disarankan naik perahu saja asal cuaca memungkinkan.;10;1
632;qqsora;Perjalanan lumayan melelahkan bagi saya dan teman-teman yang biasanya bekerja di balik meja. Tapi setibanya di green bay, semua lelah terbayarkan :D the sand of the beach is really white, soft, and cool on the feet. :) saya ke sana sangat weekday dan tempatnya sangat sepi. saya rekomendasikan sekali untuk berkunjung saat weekday. berasa seperti pantai pribadi :) di hutan belakang pantai banyak monyet berlarian di antara pepohonan. ombaknya besar, saya ga menyarankan berenang di sana. perjalanan kembali dari sana saya memilih naik perahu. seru sekali! seperti naik roller coaster. :) ombaknya menderu-deru. harga di sini sangat murah. mungkin karena belum terlalu banyak wisatawan.;10;3
633;Manjatien;"Sebuah surga kecil di ujung banyuwangi yang tersembunyi. perjalanan melalui perkebunan kopi, karet dan pinus dengan udara yang menenangkan khas pedesaan. terdapat beberapa pilihan untuk bisa sampai ke Teluk surga ini, pertama, dengan perahu (dengan catatan angin sedang ""bersahabat"" dan maksimal 4 orang per perahu); kedua, dengan menggunakan ojek untuk menaiki bukit kemudian berjalan kaki lintas bukit; ketiga, tracking dari pintu masuk hingga naik bukit sekaligus menuruni bukit. begitu juga cara kembali ke pintu masuk awal. sebelum bertemu teluk hijau, kita akan bertemu dahulu dengan pantai batu. bebatuan yang tertata rapi untuk menghadang ombak dan tempat bersantai bersama keluarga. barulah kita akan bertemu surga kecil, its called greenbay. berenang dan bermain bersama ombak dan pasir yang unforgottable. kemudian kami kembali ke parkiran untuk membilas diri dan makan ikan bakar. harga yang ada di wisata ini rata-rata murah atau harga kaki lima, tapi rasa bintang lima. tak akan pernah kecewa dengan perjalanan ke greenbay ini.";10;1
634;YantiResia;Langsung jatuh cinta pada keindahan teluk hijau.Suasana indah sudah disuguhkan pada saat perjalanan menuju TI.Mulai dari pegunungan,sawah,hutan dgn jalan yg berkelok-kelok sangat memanjakan mata.Pengalaman mendebarkan saat naik perahu dgn omak yg lumayan besar utk menuju ke Teluk ini.Sesampainya di tujuan wow keren abiss!! Pasirnya yg bersih,air yg kebiruan & kehijauan.Pengen balik lagi & kemping di pantai...unforgetable;10;1
635;aieindah;Dari sekian pantai yang pernah saya kunjungi, Teluk Hijau atau nama keren-nya Green Bay benar-benar menyenangkan. Kami jalan kaki dari penginapan di desa sekitar pantai Rajegwesi, lalu melewati sedikit hutan berbukit. Awalnya akan menemui pantai yang seluruhnya batu. Sangat unik mendengarkan batu yang berderak beradu terbawa ombak. Setelah melintasi sedikit pepohonan, maka pemandangan kontras pun akan didapat. Pantai pasir putih bersih dan lembut, tidak ada karang maupun potongan pohon. Warna laut yang biru-menghijau dan garis pantai yang landai. Jika lelah, Anda bisa menyewa kapal nelayan langsung menuju Pantai Rajagwesi, biaya antara 15rb-30rb.;10;1
636;Muntisari N;Disarankan menggunakan mobil yang agak tinggi karena jalan belum ber aspal. Dari rajegwesi ke Green Bay bisa ditempuh menggunakan kapal kecil (satu Trip sekitar 50rb/kapal) atau jalan kaki (sekitar satu jam);10;3
637;Blue .;Wowww keren...pantai yg memiliki sisi berbeda...selama terjaga kebersihannya ..Menggalakan pesona Indonesia - Banyuwangi,sebaiknya Pemkab setempat memperhatikan fas umum dan kebersihan pantai dan sekitarnya..seperti memberikan teguran dan denda bila membuang sampah sembarangan ato membawa kembali sampah ke dermaga asal utk d buang d tempat daur ulang sampah...sayang bila pantai yang sangat indah ini tercemar.....AYO GALAKAN WISATA PESONA INDONESIA -JANGAN BUANG SAMPAH SEMBARANGAN;10;3
638;Angeline;Banyuwangi memiliki potensi wisata yang tidak kalah dengan pulau Bali, salah satu obyek wisata yang pernah saya kunjungi yaitu 10. Dengan menggunakan guide lokal banyuwangi kami diberikan pilihan untuk menuju 10, pertama dengan naik kapal nelayan yang hanya memuat maksimal 5 orang atau dengan naik ojek dan tracking. Saat menuju 10 kami memilih naik ojek dan tracking karena melihat ombak yang cukup tinggi,namun itu memberikan pengalaman tak terlupakan buat kami. Jalanan yang dilalui ojek wisata sangat terjal dan curam sertaberbatu, jalan yang dilalui pun belum teraspal dan masih tanah. Dan ternyata tracking yang harus kami laluipun sangat mendebarkan seperti memasuki kawasan hutan dengan jalanan yang benar-benar masih alami, berhubung cuaca gerimis jalan setapak menjadi cukup licin. Namun pengalaman tersebut cukup terbayar saat sampai di 10 dengan pasir putih dan warna airnya yang hijau mengelilingi bibir pantai, akan tetapi sangat disayangkan karena akses menuju tempat wisata ini yang belum cukup dikelola.;10;2
639;Nuris_isw;liburan kesini bisa menghabiskan waktu seharian, dari pusat kota Banyuwangi rata-rata butuh waktu sekitar 3-4 jam dengan menggunakan mobil, tapi perjuangan anda akan sebanding dengan keindahan yang akan anda dapatkan.;10;3
640;kartika d;Green bay dapat dijadikan tempat untuk bersantai bagi traveler yang ingin menikmati ketenangan.. Waktu yg tepat ketempat ini pada saat weekdays,dimana suasana tenang dpt ditemukan.. Di tempat ini banyak berkeliaran monyet.. Di greean bay ini jg terdapat island beach.. Dari rajagwesi ke green bay bisa di tempuh dg klotok selama 15-20menit..;10;1
641;Amank99;Setelah melewati perjalanan 2 jam dari kota banyuwangi melewati perkebunan coklat dan jalan yang berliku serta berbatu, dengan diiringi banyaknya burung sekitar hutan..stlah dengan kendaraan kita harus berjalan menurun cukup curam sekitar 45 menit diiringi habitat alam yang masih alami..kita akan sampai ke pantai dengan hamparan batu kali sepanjang pesisirnya.namun itu bukan surganya.setelah melewati hamparan batu kali ada jalan setapak yang menuju surga alam di banyuwangi...ini dia 10;10;3
642;adityasp13;Pantai yang masih cukup bersih dan warnanya sangat menawan. Kebetulan waktu itu kita sewa jeep dari banyuwangi, perjalanan yang di tempuh kurang lebih sekitar 2-2,5 jam menggunakan jeep ini. Sesampainya di tempat parkir langsung di suguhi pemandangan yang menawan. Kemudian dilanjutkan dengan berjalan kaki sekitar 20-30 menit untuk sampai ke pantai 10 ini. Makanan hanya ada di sekitar tempat parkir saja.;10;1
643;Amind1;Pantai ini tidak terlalu panjang, tidam diperbolehkan pedagang maupun asongan berjualan di sana.  Untuk mencapai pantai 10 apabila anda menyukai tantangan harus naik kapal tradisional kecil yg berpenumpang maksimal 5 orang mengarungi ombak pantai selatan yang bergemuruh mengelilingi bukit terjal nan indah.  Untuk anda yang tidak berani melalui laut, dari tempat parkiran harus naik ojek motor kemudian jalan kaki melalui hutan sejauh +/- 750 m.  ;10;3
644;Dyankurniawan;Akses menuju pantai benar benar sulit  ,tp kebetulan saya naik motor aja ,jalannya lumayan sulit karna jalannya banyak batu dan berdebu .;10;2
645;Alfatihah R;Paling enak pergi jam 9 pagi, ombak belum terlalu tinggi. Jangan lupa membawa bekal, hehehe, tidak ada warung di sana :D Seperti pantai milik pribadi, sepi sekali :D tapi lelah untuk menuju Green Bay.;10;2
646;Soedarsono;Pantai Teluk Hijau berada di Kecamatan Pesanggaran, Kabupaten Banyuwangi. Jaraknya sekitar 90 km arah barat daya Banyuwangi. Pantai ini masuk dalam wilayah konservasi Taman Nasional Meru Betiri. Perjalanan berhenti sampai di pantai rajegwesi dan ditawarkan 2 alternatif menuju 10... cara paling ekspress adalah dengan naik kapal kurang lebih 20 menitan atau trekking selama 1-1,5 jam... akhirnya saya memutuskan untuk berangkat dengan trekking dan balik naik kapal... dengan ini saya dapat menikmati kedua alternatif... perjalanan trekking kita melewati persawahan.;10;3
647;rindukelana;Pasirnya yg putih bersih dg lingkungan yg juga masih bersih mengundang hati duduk berlama lama menikmati deburan ombak lautnya yg bergulung indah. View bagus untuk berfoto namun sayang jalan untuk mencapai lokasi ini masih buruk sehingga cukup menyita waktu;10;1
648;Lewipurn0368;Teluk ini hanya bisa diakses dengan 1 jam perjalanan dari pantai rajegwesi atau naik perahu 15 menit dari pantai rajegwesi, saya memilih untuk mencoba perahu menuju pantai ini, cukup menarik dan menegangkan dengan deburan ombak diatas perahu, namun selama perjalanan menuju pantai ini pemandangan tebing karang di sisi kanan sangat indah, begitu tiba dipantai indah sekali laut nampak hijau dengan tebing batu karang, dan teluk lain yang bersebelahan yaitu pantai batu dapat diakses langsung dengan jalan kaki dari teluk ini, tips untuk anda gunakan perahu lebih menyenangkan dengan membayar 35 ribu.;10;3
649;Putri M;Baru kali ini gue ke banyuwangi emang mau dijadiin tempat liburan, soalnya biasanya sih numpang lewat doang. Nah kalo kalian ke banyuwangi jangan lupa ke tempat ini, namanya 10 atau Greenbay. Terletak di dekat Taman Nasional Meru Betiri. Beruntungnya gue dan teman-teman nginap di suatu homestay namanya raflesia homestay yang sangat dekat dengan lokasi ini. Oiya di lokasi ini gaada sinyal sama sekali, beruntungnya di homestay kita ada wifi nya jadi tetep bisa komunikasi.  Untuk menuju greenbay kita tracking di pagi hari yg tentunya udaranya sejuk banget, dan yang seru adalah saat tracking itu tanahnya agak lembek jdnya agak susah bagi kalian yang make sendal jepit. Sekitar 10 menit jalan kita sampai pada pantai batu, pantai ini berisi bebatuan besar dan hitam. ;10;3
650;ADTYNGRH;Pantai 10 adalah pantai yang cocok untuk untuk berpetualang. Untuk menuju kesini, pengunjung harus tracking kurang lebih selama 30 menit sampai 1 jam. Rasa lelah sekali;10;2
651;Bowo W;10 berlokasi di Kecamatan Pesanggaran tepatnya di desa Sarongan. Berjarak sekitar 90 km arah selatan dari kota Banyuwangi. Untuk menuju pantai ini dari Banyuwangi kita tinggal mengikuti petunjuk arah menuju Pesanggaran-Sarongan-8 yang masih satu jalur dengan rute menuju pantai 8 Taman Nasional Merubetiri. Teluk Hijau memiliki keunikan pasir putih yang halus dan mudah melekat di kulit. Teluk yang memiliki panorama air laut berwarna hijau dengan hamparan pasir putih dan air terjun setinggi 8 meter. Diujung barat dan timur juga terdapat batuan karang. Memiliki air laut yang jernih dan berwarna kehijauan dan suasana yang asri membuat siapapun yang melihatnya merasa kagum. Disini kita bisa berenang atau sekedar bermain air dipantainya. Di sisi timur ada sebuah air terjun air tawar dengan debit yang sedang dan biasa dipakai uuntuk membilas badan selepas berenang dipantai. Untuk yang suka camping dilokasi ini juga cukup bagus untuk mendirikan tenda.;10;1
652;Luthfiyah;Jalanya rusak berbatu dan berdebu saat kemarau;10;2
653;Indrawan553;Teluk hijau adalah pantai yang termasuk dalam kawasan Taman Nasional Merubetiri yang masuk dalam kabupaten Banyuwangi. Perjalanan kesana sangat panjang. Teluk hijau itu berhasil kami temukan setelah melewati pantai yang penuh batu-batu besar. Garis pantai yang panjang dan melengkung serta pasir pantai yang empuk menyambut kedatangan kami. Gulungan ombak yang tidak seberapa tinggi dan warna air yang hijau memanjakan mata. Belum ada sampah yang menggunung menjadikan teluk hijau ini menjadi destinasi favorit bagi para backpacker. Sejenak saya Merasakan udara yang bersih dan air yang dingin untuk melepas penat. Saya mencoba berjalan menuju sisi yang berlawanan dengan pintu masuk. Disana ada air terjun yang air nya tidak asin. Hal ini menjadi sangat kontradiktif, dari mana asalnya air itu? Pasti ada aliran sungai yang membentuk air terjun. Tak lupa , setiap sudut tak terlewati oleh mata kamera.;10;3
654;Ririekhayan;10 ini bisa dijangkau dengan jalan kaki menyusuri punggung bukit. Letak 10 tidak sampai 5 KM dari pantai rajegwesi.  Untuk melihat secara dekat atau[pun menjejakkan kaki di 10, membutuhkan perjuangan yang seru banget. Ketika saya ke sana, memang tidak sampai menjangkau kawasan 10 karena pas musim hujan sehingga tracking ke 10 sangat berat.  Tapi Alhamdulillah, ada spot yang strategis untuk memuaskan diri menikmati hijaunya 10. Yakni dari sebuah tempat yang cukup tinggi berada tak jauh dari badan jalan. Dari situ, kita bisa mengabadikan berbagai angle 10 yang dijamin sangat menawan hati;10;1
655;JOEBACKIR;Tempat ini sangat menarik akan tetapi sarana dan sarana perlu diperhatikan agar memudahkan pencapaian untuk para wisatawan,mengingat ada nya Syurga baru sebagai saingan yang tak kalah menawan dan masih perawan,yaitu Black Sand By(Teluk Pasir Hitam);10;3
656;Tjandra D;Dengan perjalanan yg sangat penuh perjuangan,lintasi lebatnya hutan,terjalnya batuan yg siap untuk menganjal kita.hingga perkebunan kopi yang mendampingi di kanan kiri kita.  Kelelahan fisik yg terasa musnah sudah,setelah kita disambut alunan suara ombak yg menderu.birunya air laut dan putihnya pasir pantai,sejenak membuat jiwa tenang dan damai.dinginnya air dan panasnya mentari,membuat hati hangat dengan memamndangi laut luas didepan mata kita. Dalam kunjungan kali kedua saya ini,masih tetap asri lingkungan disekitar pantai ini....aku rasa tempat ini,ialah anugerah tuhan yg terindah yg pernah saya datangi.semoga tetap terjaga.,.,.  Jangan ambil apapun selain poto Jangan tinggalkan apapun selain jejak kaki  Green bay sun rise of java;10;1
657;Noviyanto;Siapa yang tidak kenal 10 atau Green Bay di Kabupaten Banyuwangi, Alamnya masih perawan lho, jalur menujul okasi sangat menantang.  10 berada di area Taman Nasional Meru Betiri, jika sobat sampai di Banyuwangi, silahkan ambil rute dari kota jajag, kemudian menuju kecamatan pesanggaran, dari situ sudah ada petunjuk menuju 10, asli saya jamin akan ketagihan untuk balik mengunjunginya.;10;1
658;MapMate;Mengunjungi Green Bay dengan pengalaman yang mengecewakan dengan ditemani jalan berbatu ;10;2
659;Baligirl11;Tidak jauh dengan kapal dari Rajagwesi di tepi Meru Betiri adalah Green Bay. Benar-benar kegembiraan dengan pantai yang bagus untuk berenang, berjalan dan menikmati air terjun dan kolam batu. Kami pergi dengan perahu dari pantai di Rajagwesi yang harganya 35000 rp untuk perjalanan pulang pergi. Harga diiklankan di papan di titik pemesanan pusat sehingga Anda tidak perlu menghabiskan waktu untuk menawar harga terbaik. Anda juga bisa berjalan di sana tetapi itu merupakan turunan yang agak curam (dan kemudian naik) jadi jika itu bukan urusan Anda, maka naiklah perahu. Catatan: ambil air dan makanan ringan karena tidak ada tempat untuk membelinya tetapi hati-hati. Jangan meninggalkan barang-barang Anda tanpa pengawasan karena monyet sangat ahli dalam menemukan makanan.;10;1
660;kmegline;Pantai ini dicapai dari Pantai Rajekwesi dengan perahu atau sepeda motor. Ini adalah pantai biru hijau yang jernih dengan pasir lembut di pantai. Cukup dissapointing adalah beberapa pengunjung meninggalkan tempat sampah di sekitar gazebo.;10;1
